date,time,temp_celsius,high,low,weather,status,report_type,today_forecast,tomorrow_forecast,snow_12hr,snow_24hr,snow_48hr,snow_overnight,snow_7days,snow_total,snow_snowmaking,snow_peak,snow_plateau
2019-02-02,14:02:49.109724,0,0,-7,Mix of sun & cloud,Unlimited Visibility, 2:00 PM Report,Mix of sun and cloud. High: 0 Low: -7,Isolated flurries. High: -5 Low: -10,6,0,6,0,6,298,46,234,165
2019-02-02,16:15:08.123293,0,0,-7,Mix of sun & cloud,Unlimited Visibility, 4:00 PM Report,Mix of sun and cloud. High: 0 Low: -7,Isolated flurries. High: -5 Low: -10,6,0,6,0,6,298,46,234,165
2019-02-02,18:20:20.287660,-2,0,-7,Mix of sun & cloud,Unlimited Visibility, 6:00 PM Report,Mix of sun and cloud. High: 0 Low: -7,Isolated flurries. High: -5 Low: -10,6,0,6,0,6,298,46,234,165
2019-02-02,20:23:48.252868,-3,0,-7,Mix of sun & cloud,Unlimited Visibility, 8:00 PM Report,Mix of sun and cloud. High: 0 Low: -7,Isolated flurries. High: -5 Low: -10,0,0,6,0,6,298,46,234,165
2019-02-02,22:24:54.674816,-4,0,-7,Mix of sun & cloud,Unlimited Visibility,10:00 PM Report,Mix of sun and cloud. High: 0 Low: -7,Isolated flurries. High: -5 Low: -10,0,0,6,0,6,298,46,234,165
2019-02-03,05:30:28.773345,-4,0,-7,Mix of sun & cloud,Unlimited Visibility,10:00 PM Report,Mix of sun and cloud. High: 0 Low: -7,Isolated flurries. High: -5 Low: -10,0,0,6,0,6,298,46,234,165
2019-02-03,07:34:50.274262,-4,-4,-13,Snowy skies,Variable Visibility, 6:00 AM Report,Isolated flurries. High: -4 Low: -13,Sunny skies. High: -5 Low: -12,0,0,6,0,6,298,46,234,165
2019-02-03,09:48:54.121592,-4,-4,-13,Snowing heavily,Variable Visibility, 8:00 AM Report,Isolated flurries. High: -4 Low: -13,Sunny skies. High: -5 Low: -12,1,1,6,0,7,299,46,235,165
2019-02-03,12:03:44.676297,-7,-4,-13,Lightly snowing skies,Variable Visibility,12:00 PM Report,Isolated flurries. High: -4 Low: -13,Sunny skies. High: -5 Low: -12,4,4,4,0,10,301,48,238,166
2019-02-03,14:13:00.789341,-8,-4,-13,Snowy skies,Variable Visibility, 2:00 PM Report,Isolated flurries. High: -4 Low: -13,Sunny skies. High: -5 Low: -12,5,5,5,0,11,303,48,239,166
2019-02-03,16:25:01.816590,-3,-4,-13,Snowy skies,Variable Visibility, 4:00 PM Report,Isolated flurries. High: -4 Low: -13,Sunny skies. High: -5 Low: -12,5,5,5,0,11,303,48,239,166
2019-02-03,18:36:01.789320,-7,-4,-13,Lightly snowing skies,Unlimited Visibility, 6:00 PM Report,Isolated flurries. High: -4 Low: -13,Sunny skies. High: -5 Low: -12,5,5,5,0,11,303,48,239,166
2019-02-03,20:47:46.240101,-8,-4,-13,Flurries,Unlimited Visibility, 8:00 PM Report,Isolated flurries. High: -4 Low: -13,Sunny skies. High: -5 Low: -12,5,5,5,0,11,303,48,239,166
2019-02-03,22:54:58.281681,-8,-4,-13,Flurries,Unlimited Visibility,10:00 PM Report,Isolated flurries. High: -4 Low: -13,Sunny skies. High: -5 Low: -12,4,5,5,0,11,304,49,239,166
2019-02-04,05:05:15.473031,-8,-4,-13,Flurries,Unlimited Visibility,10:00 PM Report,Isolated flurries. High: -4 Low: -13,Sunny skies. High: -5 Low: -12,4,5,5,0,11,304,49,239,166
2019-02-04,07:09:37.289331,-10,-5,-12,Snowy skies,Variable Visibility, 6:00 AM Report,Sunny skies. High: -5 Low: -12,Mix of sun and cloud. High: -4 Low: -11,2,7,7,1,13,305,49,240,166
2019-02-04,09:20:36.245798,-10,-5,-12,Mix of sun & cloud,Unlimited Visibility, 9:00 AM Report,Sunny skies. High: -5 Low: -12,Mix of sun and cloud. High: -4 Low: -11,2,6,7,1,13,305,51,241,166
2019-02-04,11:29:45.397490,-9,-5,-12,Mainly cloudy skies,Variable Visibility,11:00 AM Report,Sunny skies. High: -5 Low: -12,Mix of sun and cloud. High: -4 Low: -11,1,5,7,1,13,305,52,242,166
2019-02-04,13:42:28.542744,-9,-5,-12,Mainly cloudy skies,Variable Visibility,12:00 PM Report,Sunny skies. High: -5 Low: -12,Mix of sun and cloud. High: -4 Low: -11,1,3,7,1,13,305,52,242,166
2019-02-04,15:49:56.501326,-8,-5,-12,Mix of sun & cloud,Unlimited Visibility, 3:00 PM Report,Sunny skies. High: -5 Low: -12,Mix of sun and cloud. High: -4 Low: -11,1,2,7,1,13,305,53,242,166
2019-02-04,17:55:19.632742,-8,-5,-12,Mix of sun & cloud,Unlimited Visibility, 5:00 PM Report,Sunny skies. High: -5 Low: -12,Mix of sun and cloud. High: -4 Low: -11,1,2,7,1,13,305,53,242,166
2019-02-04,20:04:20.289297,-8,-5,-12,Mix of sun & cloud,Unlimited Visibility, 8:00 PM Report,Sunny skies. High: -5 Low: -12,Mix of sun and cloud. High: -4 Low: -11,0,2,7,1,13,305,53,242,166
2019-02-04,22:18:50.259054,-8,-5,-12,Mix of sun & cloud,Unlimited Visibility,10:00 PM Report,Sunny skies. High: -5 Low: -12,Mix of sun and cloud. High: -4 Low: -11,0,1,7,1,13,305,53,242,166
2019-02-05,05:32:24.237342,-8,-5,-12,Mix of sun & cloud,Unlimited Visibility,10:00 PM Report,Sunny skies. High: -5 Low: -12,Mix of sun and cloud. High: -4 Low: -11,0,1,7,1,13,305,53,242,166
2019-02-05,07:36:59.773267,-10,-6,-11,Sunny skies,Unlimited Visibility, 7:00 AM Report,Sunny skies. High: -6 Low: -11,Mix of sun and cloud. High: -6 Low: -10,0,0,7,0,13,305,57,245,170
2019-02-05,09:42:19.358121,-7,-6,-11,Sunny skies,Unlimited Visibility, 9:00 AM Report,Sunny skies. High: -6 Low: -11,Mix of sun and cloud. High: -6 Low: -10,0,0,6,0,13,305,57,245,170
2019-02-05,11:49:29.789316,-6,-6,-11,Sunny skies,Unlimited Visibility,11:00 AM Report,Sunny skies. High: -6 Low: -11,Mix of sun and cloud. High: -6 Low: -10,0,0,5,0,13,305,57,245,170
2019-02-05,14:01:23.849329,-6,-6,-11,Sunny skies,Unlimited Visibility,12:30 PM Report,Sunny skies. High: -6 Low: -11,Mix of sun and cloud. High: -6 Low: -10,0,0,2,0,13,305,57,245,170
2019-02-05,16:14:28.501300,-6,-6,-11,Sunny skies,Unlimited Visibility, 4:00 PM Report,Sunny skies. High: -6 Low: -11,Mix of sun and cloud. High: -6 Low: -10,0,0,2,0,13,305,58,245,170
2019-02-05,18:15:47.415681,-8,-6,-11,Clear skies,Unlimited Visibility, 6:00 PM Report,Sunny skies. High: -6 Low: -11,Mix of sun and cloud. High: -6 Low: -10,0,0,2,0,13,305,58,245,170
2019-02-05,20:29:52.478866,-8,-6,-11,Clear skies,Unlimited Visibility, 8:00 PM Report,Sunny skies. High: -6 Low: -11,Mix of sun and cloud. High: -6 Low: -10,0,0,2,0,13,305,58,245,170
2019-02-05,22:42:54.849341,-9,-6,-11,Clear skies,Unlimited Visibility,10:00 PM Report,Sunny skies. High: -6 Low: -11,Mix of sun and cloud. High: -6 Low: -10,0,0,2,0,13,305,58,245,170
2019-02-06,05:03:00.289324,-9,-6,-11,Clear skies,Unlimited Visibility,10:00 PM Report,Sunny skies. High: -6 Low: -11,Mix of sun and cloud. High: -6 Low: -10,0,0,2,0,13,305,58,245,170
2019-02-06,07:16:46.033317,-10,-6,-10,Clear skies,Unlimited Visibility, 6:00 AM Report,Sunny skies. High: -6 Low: -10,Mix of sun and cloud. High: -5 Low: -10,0,0,0,0,13,305,60,245,170
2019-02-06,09:19:19.720984,-7,-6,-10,Blue bird skies!,Unlimited Visibility, 9:00 AM Report,Sunny skies. High: -6 Low: -10,Mix of sun and cloud. High: -5 Low: -10,0,0,0,0,13,305,60,245,170
2019-02-06,11:34:12.751910,-6,-6,-10,Blue bird skies!,Unlimited Visibility,11:00 AM Report,Sunny skies. High: -6 Low: -10,Mix of sun and cloud. High: -5 Low: -10,0,0,0,0,13,305,60,245,170
2019-02-06,13:48:15.789331,-5,-5,-10,Blue bird skies!,Unlimited Visibility,12:00 PM Report,Sunny skies. High: -5 Low: -10,Mix of sun and cloud. High: -5 Low: -10,0,0,0,0,13,305,60,245,170
2019-02-06,15:58:54.547138,-5,-5,-10,Mix of sun & cloud,Unlimited Visibility, 2:00 PM Report,Sunny skies. High: -5 Low: -10,Mix of sun and cloud. High: -5 Low: -10,0,0,0,0,13,305,61,245,170
2019-02-06,18:12:11.034576,-7,-5,-10,Clear skies,Unlimited Visibility, 6:00 PM Report,Sunny skies. High: -5 Low: -10,Mix of sun and cloud. High: -5 Low: -10,0,0,0,0,13,305,61,245,170
2019-02-06,20:19:22.574936,-7,-5,-10,Clear skies,Unlimited Visibility, 8:00 PM Report,Sunny skies. High: -5 Low: -10,Mix of sun and cloud. High: -5 Low: -10,0,0,0,0,13,305,61,245,170
2019-02-06,22:25:34.702931,-6,-5,-10,Clear skies,Unlimited Visibility,10:00 PM Report,Sunny skies. High: -5 Low: -10,Mix of sun and cloud. High: -5 Low: -10,0,0,0,0,13,305,61,243,166
2019-02-07,05:38:36.000833,-6,-5,-10,Clear skies,Unlimited Visibility,10:00 PM Report,Sunny skies. High: -5 Low: -10,Mix of sun and cloud. High: -5 Low: -10,0,0,0,0,13,305,61,243,166
2019-02-07,07:50:23.780559,-9,-5,-9,Clear skies,Unlimited Visibility, 6:00 AM Report,Sunny skies. High: -5 Low: -9,Light snow. High: -6 Low: -12,0,0,0,0,13,305,61,243,166
2019-02-07,09:57:00.957329,-6,-5,-9,Mix of sun & cloud,Unlimited Visibility, 9:00 AM Report,Sunny skies. High: -5 Low: -9,Light snow. High: -6 Low: -12,0,0,0,0,13,305,61,243,166
2019-02-07,11:58:46.738747,-6,-5,-9,Mainly cloudy skies,Unlimited Visibility,11:00 AM Report,Sunny skies. High: -5 Low: -9,Light snow. High: -6 Low: -12,0,0,0,0,13,305,61,243,166
2019-02-07,14:05:28.501323,-5,-5,-9,Mix of sun & cloud,Unlimited Visibility, 2:00 PM Report,Sunny skies. High: -5 Low: -9,Light snow. High: -6 Low: -12,0,0,0,0,13,305,61,243,166
2019-02-07,16:17:21.217296,-4,-5,-9,Mix of sun & cloud,Unlimited Visibility, 2:00 PM Report,Sunny skies. High: -5 Low: -9,Light snow. High: -6 Low: -12,0,0,0,0,13,305,64,243,166
2019-02-07,18:28:40.789321,-6,-5,-9,Clear skies,Unlimited Visibility, 5:30 PM Report,Sunny skies. High: -5 Low: -9,Light snow. High: -6 Low: -12,0,0,0,0,13,305,64,243,166
2019-02-07,20:37:12.767560,-7,-5,-9,Clear skies,Unlimited Visibility, 8:00 PM Report,Sunny skies. High: -5 Low: -9,Light snow. High: -6 Low: -12,0,0,0,0,13,305,64,243,166
2019-02-07,22:47:44.513427,-7,-5,-9,Clear skies,Unlimited Visibility,10:00 PM Report,Sunny skies. High: -5 Low: -9,Light snow. High: -6 Low: -12,0,0,0,0,13,305,64,243,166
2019-02-08,05:11:47.977024,-7,-5,-9,Clear skies,Unlimited Visibility,10:00 PM Report,Sunny skies. High: -5 Low: -9,Light snow. High: -6 Low: -12,0,0,0,0,13,305,64,243,166
2019-02-08,07:15:19.410841,-8,-5,-9,Clear skies,Unlimited Visibility, 7:00 AM Report,Sunny skies. High: -5 Low: -9,Light snow. High: -6 Low: -12,0,0,0,0,7,305,64,243,166
2019-02-08,09:29:07.656995,-7,-5,-9,Lightly snowing skies,Unlimited Visibility, 9:00 AM Report,Flurries. High: -5 Low: -9,Mix of sun and cloud. High: -6 Low: -15,0,0,0,0,7,305,66,243,166
2019-02-08,11:37:55.216344,-4,-5,-9,Flurries,Unlimited Visibility,11:00 AM Report,Flurries. High: -5 Low: -9,Mix of sun and cloud. High: -6 Low: -15,0,0,0,0,7,305,66,243,166
2019-02-08,13:51:01.638607,-5,-5,-9,Lightly snowing skies,Unlimited Visibility,12:00 PM Report,Flurries. High: -5 Low: -9,Mix of sun and cloud. High: -6 Low: -15,0,0,0,0,7,305,66,243,166
2019-02-08,15:52:21.289332,-6,-5,-9,Lightly snowing skies,Unlimited Visibility, 2:00 PM Report,Flurries. High: -5 Low: -9,Mix of sun and cloud. High: -6 Low: -15,0,0,0,0,7,305,66,243,166
2019-02-08,17:13:34.511736,-7,-5,-9,Mainly cloudy skies,Unlimited Visibility, 5:00 PM Report,Flurries. High: -5 Low: -9,Mix of sun and cloud. High: -6 Low: -15,0,0,0,0,7,305,66,243,166
2019-02-08,19:18:23.673353,-10,-5,-9,Clear skies,Unlimited Visibility, 6:30 PM Report,Flurries. High: -5 Low: -9,Mix of sun and cloud. High: -6 Low: -15,0,0,0,0,7,305,66,243,166
2019-02-08,21:20:19.126182,-9,-5,-9,Clear skies,Unlimited Visibility, 9:00 PM Report,Flurries. High: -5 Low: -9,Mix of sun and cloud. High: -6 Low: -15,0,0,0,0,7,305,66,243,166
2019-02-08,23:25:21.466242,-9,-5,-9,Clear skies,Unlimited Visibility, 9:00 PM Report,Flurries. High: -5 Low: -9,Mix of sun and cloud. High: -6 Low: -15,0,0,0,0,7,305,66,243,166
2019-02-09,06:01:41.250420,-9,-5,-9,Clear skies,Unlimited Visibility, 9:00 PM Report,Flurries. High: -5 Low: -9,Mix of sun and cloud. High: -6 Low: -15,0,0,0,0,7,305,66,243,166
2019-02-09,08:10:13.939904,-9,-6,-15,High overcast skies,Unlimited Visibility, 8:00 AM Report,Mix of sun and cloud. High: -6 Low: -15,Mix of sun and cloud. High: -6 Low: -15,0,0,0,0,7,305,66,243,166
2019-02-09,10:15:02.415785,-8,-6,-15,High overcast skies,Unlimited Visibility,10:00 AM Report,Mix of sun and cloud. High: -6 Low: -15,Mix of sun and cloud. High: -6 Low: -15,0,0,0,0,7,305,66,243,166
2019-02-09,12:27:12.794735,-4,-6,-15,Mix of sun & cloud,Unlimited Visibility,12:00 PM Report,Mix of sun and cloud. High: -6 Low: -15,Mix of sun and cloud. High: -6 Low: -15,0,0,0,0,7,305,66,243,166
2019-02-09,14:39:27.037340,-5,-6,-15,Mix of sun & cloud,Unlimited Visibility, 2:00 PM Report,Mix of sun and cloud. High: -6 Low: -15,Mix of sun and cloud. High: -6 Low: -15,0,0,0,0,7,305,66,243,166
2019-02-09,16:50:19.917388,-4,-6,-15,Mix of sun & cloud,Unlimited Visibility, 4:00 PM Report,Mix of sun and cloud. High: -6 Low: -15,Mix of sun and cloud. High: -6 Low: -15,0,0,0,0,7,305,66,243,166
2019-02-09,18:53:59.608651,-7,-6,-15,Clear skies,Unlimited Visibility, 6:00 PM Report,Mix of sun and cloud. High: -6 Low: -15,Mix of sun and cloud. High: -6 Low: -15,0,0,0,0,7,305,66,243,166
2019-02-09,21:08:44.889784,-7,-6,-15,Clear skies,Unlimited Visibility, 9:00 PM Report,Mix of sun and cloud. High: -6 Low: -15,Mix of sun and cloud. High: -6 Low: -15,0,0,0,0,7,305,66,243,166
2019-02-09,23:15:51.035639,-7,-6,-15,Clear skies,Unlimited Visibility,10:00 PM Report,Mix of sun and cloud. High: -6 Low: -15,Mix of sun and cloud. High: -6 Low: -15,0,0,0,0,7,305,66,243,166
2019-02-10,06:24:02.849320,-10,-8,-12,Clear skies,Unlimited Visibility, 6:00 AM Report,Clear becoming overcast. High: -8 Low: -12,"Scattered clouds, isolated flurries. High: -7 Low: -12",0,0,0,0,1,305,66,243,166
2019-02-10,08:26:49.789319,-10,-8,-12,Blue bird skies!,Unlimited Visibility, 8:00 AM Report,Clear becoming overcast. High: -8 Low: -12,"Scattered clouds, isolated flurries. High: -7 Low: -12",0,0,0,0,1,305,66,243,166
2019-02-10,10:30:16.276810,-9,-8,-12,High overcast skies,Unlimited Visibility,10:00 AM Report,Clear becoming overcast. High: -8 Low: -12,"Scattered clouds, isolated flurries. High: -7 Low: -12",0,0,0,0,1,305,66,243,166
2019-02-10,12:32:35.289287,-11,-8,-12,Lightly snowing skies,Unlimited Visibility,12:00 PM Report,Clear becoming overcast. High: -8 Low: -12,"Scattered clouds, isolated flurries. High: -7 Low: -12",0,0,0,0,1,305,66,243,166
2019-02-10,14:46:36.124733,-11,-8,-12,Lightly snowing skies,Variable Visibility, 2:00 PM Report,Clear becoming overcast. High: -8 Low: -12,"Scattered clouds, isolated flurries. High: -7 Low: -12",1,1,0,0,2,306,67,244,167
2019-02-10,16:57:00.269326,-11,-8,-12,Snowy skies,Variable Visibility, 4:00 PM Report,Clear becoming overcast. High: -8 Low: -12,"Scattered clouds, isolated flurries. High: -7 Low: -12",3,3,3,0,4,308,67,246,169
2019-02-10,19:06:53.522473,-9,-8,-12,Snowy skies,Variable Visibility, 6:00 PM Report,Clear becoming overcast. High: -8 Low: -12,"Scattered clouds, isolated flurries. High: -7 Low: -12",6,6,6,0,7,311,67,249,172
2019-02-10,21:15:07.992825,-8,-8,-12,Snowy skies,Variable Visibility, 9:00 PM Report,Clear becoming overcast. High: -8 Low: -12,"Scattered clouds, isolated flurries. High: -7 Low: -12",8,8,8,0,9,313,67,251,174
2019-02-10,23:19:12.101358,-8,-8,-12,Flurries,Variable Visibility,10:00 PM Report,Clear becoming overcast. High: -8 Low: -12,"Scattered clouds, isolated flurries. High: -7 Low: -12",11,11,11,0,12,316,68,254,177
2019-02-11,06:26:20.389500,-11,-5,-13,Clear skies,Unlimited Visibility, 6:00 AM Report,Scattered clouds. High: -5 Low: -13,Snow. High: -5 Low: -10,5,11,11,0,11,316,70,254,177
2019-02-11,08:35:47.789307,-11,-5,-13,Mix of sun & cloud,Unlimited Visibility, 8:00 AM Report,Scattered clouds. High: -5 Low: -13,Snow. High: -5 Low: -10,3,11,11,0,11,316,70,254,177
2019-02-11,10:38:28.701800,-9,-5,-13,Lightly snowing skies,Unlimited Visibility,10:00 AM Report,Scattered clouds. High: -5 Low: -13,Snow. High: -5 Low: -10,0,11,11,0,11,316,70,254,177
2019-02-11,12:40:06.849328,-6,-5,-13,High overcast skies,Unlimited Visibility,12:00 PM Report,Scattered clouds. High: -5 Low: -13,Snow. High: -5 Low: -10,0,11,11,0,11,316,70,254,177
2019-02-11,14:50:45.743488,-6,-5,-13,Snowy skies,Unlimited Visibility, 2:00 PM Report,Scattered clouds. High: -5 Low: -13,Snow. High: -5 Low: -10,0,11,11,0,11,316,70,254,177
2019-02-11,16:55:03.407341,-6,-5,-13,Snowy skies,Unlimited Visibility, 4:00 PM Report,Scattered clouds. High: -5 Low: -13,Snow. High: -5 Low: -10,1,9,12,0,12,317,71,255,178
2019-02-11,19:08:59.789301,-6,-5,-13,Snowy skies,Variable Visibility, 7:00 PM Report,Scattered clouds. High: -5 Low: -13,Snow. High: -5 Low: -10,2,7,13,0,13,318,71,256,179
2019-02-11,21:09:27.129341,-5,-5,-13,Snowy skies,Variable Visibility, 9:00 PM Report,Scattered clouds. High: -5 Low: -13,Snow. High: -5 Low: -10,4,7,15,0,15,320,71,258,181
2019-02-11,23:20:21.637868,-5,-5,-13,Snowy skies,Variable Visibility,10:00 PM Report,Scattered clouds. High: -5 Low: -13,Snow. High: -5 Low: -10,5,5,16,0,16,321,72,259,182
2019-02-12,06:25:54.954082,-5,-5,-8,Lightly snowing skies,Variable Visibility, 6:00 AM Report,Snow. High: -5 Low: -8,Mix of sun & cloud. High: -4 Low: -7,13,15,26,10,26,331,72,269,192
2019-02-12,08:34:47.855153,-5,-5,-8,Snowing heavily,Variable Visibility, 8:00 AM Report,Snow. High: -5 Low: -8,Mix of sun & cloud. High: -4 Low: -7,13,17,28,10,28,333,73,269,192
2019-02-12,10:35:55.907063,-4,-5,-8,Low overcast skies,Variable Visibility,10:00 AM Report,Snow. High: -5 Low: -8,Mix of sun & cloud. High: -4 Low: -7,12,17,28,10,28,333,73,269,192
2019-02-12,12:46:51.130292,-4,-5,-8,Snowing heavily,Variable Visibility,12:00 PM Report,Snow. High: -5 Low: -8,Mix of sun & cloud. High: -4 Low: -7,13,18,29,10,29,334,74,269,192
2019-02-12,14:54:18.367344,-4,-5,-8,Lightly snowing skies,Variable Visibility, 2:00 PM Report,Snow. High: -5 Low: -8,Mix of sun & cloud. High: -4 Low: -7,14,19,29,10,30,335,74,269,192
2019-02-12,17:08:35.248406,-5,-5,-8,Snowy skies,Variable Visibility, 4:00 PM Report,Snow. High: -5 Low: -8,Mix of sun & cloud. High: -4 Low: -7,14,19,29,10,30,335,74,269,192
2019-02-12,19:11:55.122510,-5,-5,-8,Low overcast skies,Variable Visibility, 6:00 PM Report,Snow. High: -5 Low: -8,Mix of sun & cloud. High: -4 Low: -7,16,19,26,10,32,337,75,269,192
2019-02-12,21:23:21.669830,-5,-5,-8,Snowy skies,Limited Visibility, 8:00 PM Report,Snow. High: -5 Low: -8,Mix of sun & cloud. High: -4 Low: -7,16,19,26,10,32,337,75,269,192
2019-02-12,23:32:24.789299,-5,-5,-8,Lightly snowing skies,Limited Visibility,10:00 PM Report,Snow. High: -5 Low: -8,Mix of sun & cloud. High: -4 Low: -7,5,17,22,10,33,338,75,269,192
2019-02-13,06:07:59.155921,-5,-5,-8,Lightly snowing skies,Limited Visibility,10:00 PM Report,Snow. High: -5 Low: -8,Mix of sun & cloud. High: -4 Low: -7,5,17,22,10,33,338,75,269,192
2019-02-13,08:16:51.758541,-6,-3,-8,Blue bird skies!,Unlimited Visibility, 7:30 AM Report,Mix of sun & cloud. High: -3 Low: -8,"Overcast, snow in the evening and overnight. High: 1 Low: -5",11,17,32,10,43,348,77,269,192
2019-02-13,10:22:56.356200,-6,-3,-8,Blue bird skies!,Unlimited Visibility, 9:00 AM Report,Mix of sun & cloud. High: -3 Low: -8,"Overcast, snow in the evening and overnight. High: 1 Low: -5",11,15,32,10,43,348,77,269,192
2019-02-13,12:25:32.937223,-3,-3,-8,Blue bird skies!,Unlimited Visibility,12:00 PM Report,Mix of sun & cloud. High: -3 Low: -8,"Overcast, snow in the evening and overnight. High: 1 Low: -5",10,14,32,10,43,348,77,269,192
2019-02-13,14:29:25.217322,-1,-3,-8,Blue bird skies!,Unlimited Visibility, 2:00 PM Report,Mix of sun & cloud. High: -3 Low: -8,"Overcast, snow in the evening and overnight. High: 1 Low: -5",10,13,32,10,43,348,78,269,192
2019-02-13,16:42:33.217285,0,-3,-8,Blue bird skies!,Unlimited Visibility, 4:00 PM Report,Mix of sun & cloud. High: -3 Low: -8,"Overcast, snow in the evening and overnight. High: 1 Low: -5",10,13,31,10,43,348,78,269,192
2019-02-13,18:44:01.290205,-4,-3,-8,Clear skies,Unlimited Visibility, 6:00 PM Report,Mix of sun & cloud. High: -3 Low: -8,"Overcast, snow in the evening and overnight. High: 1 Low: -5",10,11,30,10,43,348,78,269,192
2019-02-13,20:51:04.289300,-5,-3,-8,Clear skies,Unlimited Visibility, 8:00 PM Report,Mix of sun & cloud. High: -3 Low: -8,"Overcast, snow in the evening and overnight. High: 1 Low: -5",10,11,30,10,43,348,78,269,192
2019-02-13,22:56:34.849346,-4,-3,-8,Clear skies,Unlimited Visibility,10:00 PM Report,Mix of sun & cloud. High: -3 Low: -8,"Overcast, snow in the evening and overnight. High: 1 Low: -5",0,10,27,10,43,348,78,269,192
2019-02-14,06:10:18.361328,-4,-3,-8,Clear skies,Unlimited Visibility,10:00 PM Report,Mix of sun & cloud. High: -3 Low: -8,"Overcast, snow in the evening and overnight. High: 1 Low: -5",0,10,27,10,43,348,78,269,192
2019-02-16,12:48:29.014290,0,2,-5,Lightly snowing skies,Unlimited Visibility,12:00 PM Report,Overcast skies. High: 2 Low: -5,Mix of sun and cloud. High: -7 Low: -9,0,18,44,0,87,392,80,297,222
2019-02-16,14:58:06.224990,-1,2,-5,Lightly snowing skies,Unlimited Visibility, 2:00 PM Report,Overcast skies. High: 2 Low: -5,Mix of sun and cloud. High: -7 Low: -9,0,14,44,0,87,392,80,297,222
2019-02-16,17:08:23.738422,-1,2,-5,Mix of sun & cloud,Unlimited Visibility, 5:00 PM Report,Overcast skies. High: 2 Low: -5,Mix of sun and cloud. High: -7 Low: -9,0,8,44,0,87,392,80,297,222
2019-02-16,19:20:33.143589,-1,2,-5,Low overcast skies,Variable Visibility, 6:00 PM Report,Overcast skies. High: 2 Low: -5,Mix of sun and cloud. High: -7 Low: -9,0,3,41,0,87,392,80,295,220
2019-02-16,21:34:57.434898,-2,2,-5,Mainly cloudy skies,Variable Visibility, 9:00 PM Report,Overcast skies. High: 2 Low: -5,Mix of sun and cloud. High: -7 Low: -9,0,3,38,0,87,392,80,295,220
2019-02-16,23:37:04.289315,-2,2,-5,Mainly cloudy skies,Variable Visibility,10:00 PM Report,Overcast skies. High: 2 Low: -5,Mix of sun and cloud. High: -7 Low: -9,0,0,36,0,87,392,80,295,220
2019-02-17,06:15:55.533680,-3,-3,-6,Clear skies,Unlimited Visibility, 6:00 AM Report,Mix of sun and cloud. High: -3 Low: -6,Mix of sun and cloud. High: -6 Low: -8,0,0,26,0,76,392,80,295,220
2019-02-17,08:19:24.149220,-3,-3,-6,Blue bird skies!,Unlimited Visibility, 8:00 AM Report,Mix of sun and cloud. High: -3 Low: -6,Mix of sun and cloud. High: -6 Low: -8,0,0,24,0,76,392,80,295,220
2019-02-17,10:28:53.217295,-1,-3,-6,Blue bird skies!,Unlimited Visibility, 9:00 AM Report,Mix of sun and cloud. High: -3 Low: -6,Mix of sun and cloud. High: -6 Low: -8,0,0,24,0,76,392,80,295,220
2019-02-17,12:40:12.666595,0,-3,-6,Blue bird skies!,Unlimited Visibility,12:00 PM Report,Mix of sun and cloud. High: -3 Low: -6,Mix of sun and cloud. High: -6 Low: -8,0,0,24,0,76,392,80,295,220
2019-02-17,14:44:40.501297,0,-3,-6,Mix of sun & cloud,Variable Visibility, 2:00 PM Report,Mix of sun and cloud. High: -3 Low: -6,Mix of sun and cloud. High: -6 Low: -8,0,0,14,0,76,392,80,295,220
2019-02-17,16:52:18.099513,-1,-3,-6,Mix of sun & cloud,Variable Visibility, 4:00 PM Report,Mix of sun and cloud. High: -3 Low: -6,Mix of sun and cloud. High: -6 Low: -8,0,0,8,0,76,392,80,295,220
2019-02-17,19:02:18.033325,-2,-3,-6,Low overcast skies,Variable Visibility, 6:00 PM Report,Mix of sun and cloud. High: -3 Low: -6,Mix of sun and cloud. High: -6 Low: -8,0,0,6,0,76,392,80,295,220
2019-02-17,21:15:55.584646,-2,-3,-6,High overcast skies,Variable Visibility, 9:00 PM Report,Mix of sun and cloud. High: -3 Low: -6,Mix of sun and cloud. High: -6 Low: -8,0,0,1,0,76,392,80,295,220
2019-02-17,23:29:12.789417,-2,-3,-6,High overcast skies,Variable Visibility,10:00 PM Report,Mix of sun and cloud. High: -3 Low: -6,Mix of sun and cloud. High: -6 Low: -8,0,0,0,0,76,392,80,295,220
2019-02-18,06:03:32.903299,-2,-3,-6,High overcast skies,Variable Visibility,10:00 PM Report,Mix of sun and cloud. High: -3 Low: -6,Mix of sun and cloud. High: -6 Low: -8,0,0,0,0,76,392,80,295,220
2019-02-18,08:15:54.761251,-5,-5,-7,Low overcast skies,Variable Visibility, 8:00 AM Report,Mix of sun and cloud. High: -5 Low: -7,Mix of sun and cloud. High: -6 Low: -8,0,0,0,0,71,392,80,295,220
2019-02-18,10:27:46.464318,-4,-5,-7,Low overcast skies,Variable Visibility,10:00 AM Report,Mix of sun and cloud. High: -5 Low: -7,Mix of sun and cloud. High: -6 Low: -8,0,0,0,0,71,392,80,295,220
2019-02-18,12:31:34.708847,-4,-5,-7,Low overcast skies,Variable Visibility,12:00 PM Report,Mix of sun and cloud. High: -5 Low: -7,Mix of sun and cloud. High: -6 Low: -8,0,0,0,0,71,392,80,295,220
